#1
float Setpoints(3024,3)
737 0.46073000 0.88102000
738 0.46088000 0.88081000
739 0.46103000 0.88061000
740 0.46118000 0.88040000
741 0.46133000 0.88020000
742 0.46148000 0.88000000
743 0.46162000 0.87980000
744 0.46176000 0.87961000
745 0.46190000 0.87942000
746 0.46204000 0.87922000
747 0.46218000 0.87904000
748 0.46231000 0.87885000
749 0.46244000 0.87867000
750 0.46257000 0.87849000
751 0.46270000 0.87831000
752 0.46283000 0.87813000
753 0.46295000 0.87796000
754 0.46307000 0.87778000
755 0.46319000 0.87762000
756 0.46331000 0.87745000
757 0.46343000 0.87728000
758 0.46354000 0.87712000
759 0.46366000 0.87696000
760 0.46377000 0.87680000
761 0.46388000 0.87665000
762 0.46399000 0.87649000
763 0.46409000 0.87634000
764 0.46420000 0.87619000
765 0.46430000 0.87605000
766 0.46440000 0.87590000
767 0.46450000 0.87576000
768 0.46460000 0.87562000
769 0.46469000 0.87549000
770 0.46479000 0.87535000
771 0.46488000 0.87522000
772 0.46497000 0.87509000
773 0.46506000 0.87496000
774 0.46515000 0.87483000
775 0.46524000 0.87471000
776 0.46533000 0.87459000
777 0.46541000 0.87446000
778 0.46549000 0.87435000
779 0.46558000 0.87423000
780 0.46566000 0.87412000
781 0.46574000 0.87400000
782 0.46581000 0.87389000
783 0.46589000 0.87379000
784 0.46596000 0.87368000
785 0.46604000 0.87358000
786 0.46611000 0.87347000
787 0.46618000 0.87337000
788 0.46625000 0.87327000
789 0.46632000 0.87318000
790 0.46639000 0.87308000
791 0.46645000 0.87299000
792 0.46652000 0.87290000
793 0.46658000 0.87281000
794 0.46665000 0.87272000
795 0.46671000 0.87263000
796 0.46677000 0.87255000
797 0.46683000 0.87247000
798 0.46689000 0.87239000
799 0.46695000 0.87231000
800 0.46700000 0.87223000
801 0.46706000 0.87215000
802 0.46711000 0.87208000
803 0.46717000 0.87201000
804 0.46722000 0.87193000
805 0.46727000 0.87186000
806 0.46732000 0.87180000
807 0.46737000 0.87173000
808 0.46742000 0.87166000
809 0.46747000 0.87160000
810 0.46751000 0.87154000
811 0.46756000 0.87147000
812 0.46760000 0.87142000
813 0.46765000 0.87136000
814 0.46769000 0.87130000
815 0.46774000 0.87124000
816 0.46778000 0.87119000
817 0.46782000 0.87114000
818 0.46786000 0.87108000
819 0.46790000 0.87103000
820 0.46794000 0.87098000
821 0.46797000 0.87094000
822 0.46801000 0.87089000
823 0.46805000 0.87084000
824 0.46808000 0.87080000
825 0.46812000 0.87075000
826 0.46815000 0.87071000
827 0.46819000 0.87067000
828 0.46822000 0.87063000
829 0.46825000 0.87059000
830 0.46828000 0.87055000
831 0.46832000 0.87052000
832 0.46835000 0.87048000
833 0.46838000 0.87045000
834 0.46840000 0.87041000
835 0.46843000 0.87038000
836 0.46846000 0.87035000
837 0.46849000 0.87031000
838 0.46852000 0.87028000
839 0.46854000 0.87026000
840 0.46857000 0.87023000
841 0.46859000 0.87020000
842 0.46862000 0.87017000
843 0.46864000 0.87015000
844 0.46867000 0.87012000
845 0.46869000 0.87010000
846 0.46871000 0.87007000
847 0.46873000 0.87005000
848 0.46876000 0.87003000
849 0.46878000 0.87001000
850 0.46880000 0.86999000
851 0.46882000 0.86997000
852 0.46884000 0.86995000
853 0.46886000 0.86993000
854 0.46888000 0.86991000
855 0.46890000 0.86990000
856 0.46892000 0.86988000
857 0.46893000 0.86987000
858 0.46895000 0.86985000
859 0.46897000 0.86984000
860 0.46899000 0.86982000
861 0.46900000 0.86981000
862 0.46902000 0.86980000
863 0.46903000 0.86978000
864 0.46905000 0.86977000
865 0.46906000 0.86976000
866 0.46908000 0.86975000
867 0.46909000 0.86974000
868 0.46911000 0.86973000
869 0.46912000 0.86972000
870 0.46913000 0.86972000
871 0.46915000 0.86971000
872 0.46916000 0.86970000
873 0.46917000 0.86969000
874 0.46919000 0.86969000
875 0.46920000 0.86968000
876 0.46921000 0.86968000
877 0.46922000 0.86967000
878 0.46923000 0.86967000
879 0.46924000 0.86966000
880 0.46925000 0.86966000
881 0.46927000 0.86965000
882 0.46928000 0.86965000
883 0.46929000 0.86965000
884 0.46930000 0.86965000
885 0.46930000 0.86964000
886 0.46931000 0.86964000
887 0.46932000 0.86964000
888 0.46933000 0.86964000
889 0.46934000 0.86964000
890 0.46935000 0.86964000
891 0.46936000 0.86964000
892 0.46937000 0.86964000
893 0.46937000 0.86964000
894 0.46938000 0.86964000
895 0.46939000 0.86964000
896 0.46940000 0.86964000
897 0.46941000 0.86964000
898 0.46941000 0.86964000
899 0.46942000 0.86965000
900 0.46943000 0.86965000
901 0.46943000 0.86965000
902 0.46944000 0.86965000
903 0.46945000 0.86966000
904 0.46945000 0.86966000
905 0.46946000 0.86966000
906 0.46946000 0.86967000
907 0.46947000 0.86967000
908 0.46948000 0.86967000
909 0.46948000 0.86968000
910 0.46949000 0.86968000
911 0.46949000 0.86969000
912 0.46950000 0.86969000
913 0.46950000 0.86969000
914 0.46951000 0.86970000
915 0.46951000 0.86970000
916 0.46952000 0.86971000
917 0.46952000 0.86971000
918 0.46953000 0.86972000
919 0.46953000 0.86973000
920 0.46954000 0.86973000
921 0.46954000 0.86974000
922 0.46954000 0.86974000
923 0.46955000 0.86975000
924 0.46955000 0.86975000
925 0.46956000 0.86976000
926 0.46956000 0.86977000
927 0.46956000 0.86977000
928 0.46957000 0.86978000
929 0.46957000 0.86979000
930 0.46958000 0.86979000
931 0.46958000 0.86980000
932 0.46958000 0.86981000
933 0.46959000 0.86981000
934 0.46959000 0.86982000
935 0.46959000 0.86983000
936 0.46960000 0.86983000
937 0.46960000 0.86984000
938 0.46960000 0.86985000
939 0.46961000 0.86985000
940 0.46961000 0.86986000
941 0.46961000 0.86987000
942 0.46961000 0.86988000
943 0.46962000 0.86988000
944 0.46962000 0.86989000
945 0.46962000 0.86990000
946 0.46962000 0.86990000
947 0.46963000 0.86991000
948 0.46963000 0.86992000
949 0.46963000 0.86993000
950 0.46964000 0.86993000
951 0.46964000 0.86994000
952 0.46964000 0.86995000
953 0.46964000 0.86996000
954 0.46965000 0.86997000
955 0.46965000 0.86997000
956 0.46965000 0.86998000
957 0.46965000 0.86999000
958 0.46965000 0.87000000
959 0.46966000 0.87000000
960 0.46966000 0.87001000
961 0.46966000 0.87002000
962 0.46966000 0.87003000
963 0.46966000 0.87003000
964 0.46967000 0.87004000
965 0.46967000 0.87005000
966 0.46967000 0.87006000
967 0.46967000 0.87007000
968 0.46968000 0.87007000
969 0.46968000 0.87008000
970 0.46968000 0.87009000
971 0.46968000 0.87010000
972 0.46968000 0.87010000
973 0.46968000 0.87011000
974 0.46969000 0.87012000
975 0.46969000 0.87013000
976 0.46969000 0.87013000
977 0.46969000 0.87014000
978 0.46969000 0.87015000
979 0.46970000 0.87016000
980 0.46970000 0.87016000
981 0.46970000 0.87017000
982 0.46970000 0.87018000
983 0.46970000 0.87019000
984 0.46970000 0.87019000
985 0.46971000 0.87020000
986 0.46971000 0.87021000
987 0.46971000 0.87022000
988 0.46971000 0.87022000
989 0.46971000 0.87023000
990 0.46971000 0.87024000
991 0.46972000 0.87025000
